date,industry,lprod,gva,labour
2018,A to J and L to T: 01 to 63 and 67 to 98,99.3478,97.9288,98.5716
2019,A to J and L to T: 01 to 63 and 67 to 98,100.0,100.0,100.0
2020,A to J and L to T: 01 to 63 and 67 to 98,99.3012,88.4254,89.0477
2021,A to J and L to T: 01 to 63 and 67 to 98,100.0843,95.1928,95.1126
1997,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),77.253,64.1681,83.0622
1998,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),79.2858,66.3545,83.6903
1999,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),81.3478,68.633,84.3698
2000,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),84.8323,71.7732,84.606
2001,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),86.0519,73.5015,85.4154
2002,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),87.4423,74.5344,85.2384
2003,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),89.7452,76.8712,85.655
2004,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),90.8919,78.7016,86.5881
2005,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),91.7954,80.4951,87.6896
2006,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),93.5503,82.6084,88.3037
2007,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),93.6745,83.4055,89.0376
2008,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),93.1816,83.3532,89.4524
2009,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),91.1649,79.2028,86.8786
2010,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),93.7677,81.9838,87.4329
2011,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),95.2649,83.434,87.581
2012,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),94.7082,84.6676,89.3984
2013,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),95.0427,86.6525,91.1722
2014,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),95.8779,89.9073,93.7727
2015,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),96.7543,92.2728,95.3682
2016,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),97.0725,93.8124,96.6415
2017,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),98.2296,96.0609,97.7922
2018,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),99.2475,97.8299,98.5716
2019,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),100.0,100.0,100.0
2020,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),97.7816,87.0723,89.0477
2021,A to J and L to T (excluding imputed rental): 01 to 63 and 67 to 98 (excluding 68.2),99.3662,94.5098,95.1126
1997,A to E: 01 to 39,56.3473,82.9829,147.2704
1998,A to E: 01 to 39,59.1597,86.1174,145.5677
1999,A to E: 01 to 39,65.5888,90.5475,138.0533
2000,A to E: 01 to 39,69.8718,92.6576,132.6109
2001,A to E: 01 to 39,75.2906,95.2912,126.5646
2002,A to E: 01 to 39,81.1551,97.2562,119.8399
2003,A to E: 01 to 39,87.5892,99.5537,113.6598
2004,A to E: 01 to 39,89.3745,98.498,110.2082
2005,A to E: 01 to 39,91.7396,98.0048,106.8293
2006,A to E: 01 to 39,96.6999,101.1217,104.5727
2007,A to E: 01 to 39,96.4987,99.2328,102.8334
2008,A to E: 01 to 39,97.8716,98.8972,101.0479
2009,A to E: 01 to 39,95.4226,92.1492,96.5695
2010,A to E: 01 to 39,92.0376,90.333,98.1479
2011,A to E: 01 to 39,88.6512,86.643,97.7348
2012,A to E: 01 to 39,87.8389,86.0268,97.9371
2013,A to E: 01 to 39,89.3876,87.7734,98.1942
2014,A to E: 01 to 39,90.8848,91.0221,100.151
2015,A to E: 01 to 39,95.0156,94.5985,99.561
2016,A to E: 01 to 39,95.8832,94.5906,98.6519
2017,A to E: 01 to 39,94.1992,94.6188,100.4454
2018,A to E: 01 to 39,96.2109,97.0894,100.9131
2019,A to E: 01 to 39,100.0,100.0,100.0
2020,A to E: 01 to 39,112.81,100.9827,89.5157
2021,A to E: 01 to 39,117.1884,108.2264,92.3525
1997,A B and D E: 01 to 09 and 35 to 39,127.4073,132.6775,104.1365
1998,A B and D E: 01 to 09 and 35 to 39,138.3701,137.7776,99.5718
1999,A B and D E: 01 to 09 and 35 to 39,159.9306,146.9032,91.8544
2000,A B and D E: 01 to 09 and 35 to 39,160.0686,141.3248,88.2901
2001,A B and D E: 01 to 09 and 35 to 39,178.0694,148.9423,83.6428
2002,A B and D E: 01 to 09 and 35 to 39,182.5667,147.5855,80.8392
2003,A B and D E: 01 to 09 and 35 to 39,185.3918,149.1642,80.4589
2004,A B and D E: 01 to 09 and 35 to 39,168.9733,135.7642,80.3466
2005,A B and D E: 01 to 09 and 35 to 39,154.4542,127.4139,82.493
2006,A B and D E: 01 to 09 and 35 to 39,146.1317,122.2321,83.6451
2007,A B and D E: 01 to 09 and 35 to 39,137.45,114.5674,83.352
2008,A B and D E: 01 to 09 and 35 to 39,128.7961,111.5614,86.6186
2009,A B and D E: 01 to 09 and 35 to 39,117.3275,108.2652,92.276
2010,A B and D E: 01 to 09 and 35 to 39,100.6968,99.5507,98.8619
2011,A B and D E: 01 to 09 and 35 to 39,89.5572,89.9131,100.3973
2012,A B and D E: 01 to 09 and 35 to 39,84.1665,83.9895,99.7897
2013,A B and D E: 01 to 09 and 35 to 39,84.609,82.7705,97.8271
2014,A B and D E: 01 to 09 and 35 to 39,82.9884,86.8611,104.6666
2015,A B and D E: 01 to 09 and 35 to 39,97.5706,96.1604,98.5547
2016,A B and D E: 01 to 09 and 35 to 39,99.2437,97.5015,98.2446
2017,A B and D E: 01 to 09 and 35 to 39,91.962,94.6568,102.9303
2018,A B and D E: 01 to 09 and 35 to 39,89.9203,93.3717,103.8383
2019,A B and D E: 01 to 09 and 35 to 39,100.0,100.0,100.0
2020,A B and D E: 01 to 09 and 35 to 39,107.4887,102.9814,95.8067
2021,A B and D E: 01 to 09 and 35 to 39,111.4836,105.1236,94.2951
1997,A B: 01 to 09,168.3221,207.4768,123.2618
1998,A B: 01 to 09,182.3378,213.9968,117.3628
1999,A B: 01 to 09,206.9271,224.9389,108.7044
2000,A B: 01 to 09,218.1614,220.6649,101.1476
2001,A B: 01 to 09,227.2169,211.2969,92.9935
2002,A B: 01 to 09,246.6659,220.2403,89.2869
2003,A B: 01 to 09,230.5211,207.6869,90.0945
2004,A B: 01 to 09,211.6248,192.7917,91.1007
2005,A B: 01 to 09,198.6145,184.9074,93.0987
2006,A B: 01 to 09,178.7623,166.19,92.967
2007,A B: 01 to 09,167.6194,150.9279,90.042
2008,A B: 01 to 09,160.3844,149.7901,93.3945
2009,A B: 01 to 09,134.8892,137.9417,102.2629
2010,A B: 01 to 09,109.4415,120.198,109.8285
2011,A B: 01 to 09,98.0344,105.9325,108.0565
2012,A B: 01 to 09,85.3334,91.0679,106.7202
2013,A B: 01 to 09,80.948,82.3629,101.7479
2014,A B: 01 to 09,83.0303,93.9533,113.1554
2015,A B: 01 to 09,94.082,96.5254,102.5971
2016,A B: 01 to 09,96.0361,96.5528,100.538
2017,A B: 01 to 09,91.1718,94.8083,103.9886
2018,A B: 01 to 09,90.4367,93.1803,103.0337
2019,A B: 01 to 09,100.0,100.0,100.0
2020,A B: 01 to 09,100.7614,96.7536,96.0224
2021,A B: 01 to 09,101.6693,91.339,89.8393
1997,See Market sector in guidance: See Market sector in guidance,74.9445,61.4403,81.981
1998,See Market sector in guidance: See Market sector in guidance,77.0069,63.764,82.803
1999,See Market sector in guidance: See Market sector in guidance,78.9702,66.0227,83.6045
2000,See Market sector in guidance: See Market sector in guidance,82.9518,69.551,83.8451
2001,See Market sector in guidance: See Market sector in guidance,83.8611,70.968,84.6256
2002,See Market sector in guidance: See Market sector in guidance,86.193,72.4703,84.0791
2003,See Market sector in guidance: See Market sector in guidance,89.179,74.9883,84.0874
2004,See Market sector in guidance: See Market sector in guidance,90.7034,76.6507,84.507
2005,See Market sector in guidance: See Market sector in guidance,93.067,79.6178,85.5489
2006,See Market sector in guidance: See Market sector in guidance,94.5447,81.6696,86.382
2007,See Market sector in guidance: See Market sector in guidance,96.9737,84.7698,87.4152
2008,See Market sector in guidance: See Market sector in guidance,96.5926,84.9297,87.9257
2009,See Market sector in guidance: See Market sector in guidance,94.2644,79.765,84.6184
2010,See Market sector in guidance: See Market sector in guidance,96.6815,82.4202,85.2492
2011,See Market sector in guidance: See Market sector in guidance,97.1589,83.6772,86.1241
2012,See Market sector in guidance: See Market sector in guidance,96.5508,85.1753,88.2181
2013,See Market sector in guidance: See Market sector in guidance,96.7774,87.2884,90.1951
2014,See Market sector in guidance: See Market sector in guidance,97.3319,90.644,93.1287
2015,See Market sector in guidance: See Market sector in guidance,97.293,92.458,95.0305
2016,See Market sector in guidance: See Market sector in guidance,97.8822,94.5824,96.6287
2017,See Market sector in guidance: See Market sector in guidance,99.3675,97.1092,97.7272
2018,See Market sector in guidance: See Market sector in guidance,99.8099,98.4375,98.625
2019,See Market sector in guidance: See Market sector in guidance,100.0,100.0,100.0
2020,See Market sector in guidance: See Market sector in guidance,103.1668,90.2799,87.5087
2021,See Market sector in guidance: See Market sector in guidance,103.1244,96.3857,93.4654
1997,C.10 to 12,70.6483,85.7377,121.3586
1998,C.10 to 12,72.2248,86.9162,120.3413
1999,C.10 to 12,74.2468,87.2075,117.4562
2000,C.10 to 12,78.2819,89.7251,114.618
2001,C.10 to 12,78.5426,86.6584,110.333
2002,C.10 to 12,83.8205,89.762,107.0883
2003,C.10 to 12,92.3232,95.4937,103.4341
2004,C.10 to 12,96.3067,100.3549,104.2034
2005,C.10 to 12,91.9992,94.0139,102.1899
2006,C.10 to 12,103.0989,101.4597,98.41
2007,C.10 to 12,103.1027,99.9397,96.9322
2008,C.10 to 12,101.67,95.0886,93.5267
2009,C.10 to 12,104.7533,96.2336,91.8669
2010,C.10 to 12,96.1188,88.7844,92.3694
2011,C.10 to 12,91.0375,83.8863,92.1447
2012,C.10 to 12,90.4188,82.6676,91.4275
2013,C.10 to 12,93.4565,85.962,91.9808
2014,C.10 to 12,95.1031,87.8972,92.4231
2015,C.10 to 12,87.7501,84.3517,96.1271
2016,C.10 to 12,93.1298,90.5588,97.2393
2017,C.10 to 12,89.9054,86.9095,96.6677
2018,C.10 to 12,100.5855,98.5169,97.9434
2019,C.10 to 12,100.0,100.0,100.0
2020,C.10 to 12,113.5293,103.348,91.0319
2021,C.10 to 12,113.3404,108.7147,95.9188
1997,C.13 to 15,11.8895,42.7298,359.3918
1998,C.13 to 15,12.1659,41.8668,344.133
1999,C.13 to 15,14.3475,43.1612,300.8282
2000,C.13 to 15,16.8266,45.2179,268.7284
2001,C.13 to 15,20.1408,46.7136,231.9359
2002,C.13 to 15,23.7928,48.6553,204.4954
2003,C.13 to 15,28.3213,48.7416,172.1019
2004,C.13 to 15,30.7087,46.4835,151.3693
2005,C.13 to 15,33.8007,45.5199,134.6713
2006,C.13 to 15,40.2982,49.6764,123.2721
2007,C.13 to 15,50.8247,57.6873,113.5025
2008,C.13 to 15,53.6353,55.3718,103.2377
2009,C.13 to 15,71.7968,67.7837,94.4105
2010,C.13 to 15,75.6966,74.7447,98.7425
2011,C.13 to 15,57.0301,53.1281,93.158
2012,C.13 to 15,69.3749,68.9199,99.3442
2013,C.13 to 15,74.5987,75.6652,101.4296
2014,C.13 to 15,72.6778,75.8234,104.3281
2015,C.13 to 15,86.4118,85.1719,98.565
2016,C.13 to 15,85.2534,84.913,99.6007
2017,C.13 to 15,89.1298,89.0982,99.9645
2018,C.13 to 15,96.4718,92.8952,96.2926
2019,C.13 to 15,100.0,100.0,100.0
2020,C.13 to 15,89.8377,72.3141,80.4942
2021,C.13 to 15,98.8243,78.7574,79.6943
1997,C.16 to 18,29.7975,51.4045,172.5129
1998,C.16 to 18,32.6131,56.4332,173.0383
1999,C.16 to 18,36.0859,60.7501,168.3484
2000,C.16 to 18,37.971,61.5767,162.168
2001,C.16 to 18,40.57,63.6127,156.7972
2002,C.16 to 18,44.5177,67.6923,152.0569
2003,C.16 to 18,49.4158,72.9583,147.6417
2004,C.16 to 18,56.0857,79.0815,141.0012
2005,C.16 to 18,60.5647,83.2453,137.4485
2006,C.16 to 18,63.7851,85.1206,133.449
2007,C.16 to 18,66.6861,88.7868,133.1414
2008,C.16 to 18,72.3657,88.5725,122.3958
2009,C.16 to 18,73.745,81.5308,110.5578
2010,C.16 to 18,70.8642,82.7861,116.8235
2011,C.16 to 18,67.4985,75.6066,112.0123
2012,C.16 to 18,74.2699,79.204,106.6434
2013,C.16 to 18,80.6254,86.5519,107.3506
2014,C.16 to 18,77.9374,85.1818,109.2952
2015,C.16 to 18,75.8828,83.8653,110.5195
2016,C.16 to 18,85.3245,90.9835,106.6324
2017,C.16 to 18,87.1613,91.3892,104.8506
2018,C.16 to 18,91.4985,94.9866,103.8122
2019,C.16 to 18,100.0,100.0,100.0
2020,C.16 to 18,114.5676,92.3842,80.6373
2021,C.16 to 18,115.9493,101.0256,87.1292
1997,C.19 and 31 to 33,49.4891,72.0756,145.6394
1998,C.19 and 31 to 33,49.8062,74.5902,149.7608
1999,C.19 and 31 to 33,55.0864,78.4385,142.3916
2000,C.19 and 31 to 33,57.8049,79.8972,138.2187
2001,C.19 and 31 to 33,56.6796,75.6599,133.487
2002,C.19 and 31 to 33,62.5706,78.1976,124.9751
2003,C.19 and 31 to 33,65.0822,77.239,118.6793
2004,C.19 and 31 to 33,68.0433,78.494,115.3589
2005,C.19 and 31 to 33,73.3334,78.6561,107.2582
2006,C.19 and 31 to 33,83.684,87.8207,104.9432
2007,C.19 and 31 to 33,83.8064,87.6864,104.6297
2008,C.19 and 31 to 33,83.0913,84.8013,102.058
2009,C.19 and 31 to 33,92.17,88.2467,95.7435
2010,C.19 and 31 to 33,102.1265,93.1231,91.1841
2011,C.19 and 31 to 33,92.8868,83.0508,89.4108
2012,C.19 and 31 to 33,86.5929,82.6572,95.455
2013,C.19 and 31 to 33,92.5643,87.3344,94.35
2014,C.19 and 31 to 33,97.1255,92.0811,94.8063
2015,C.19 and 31 to 33,97.2219,92.748,95.3983
2016,C.19 and 31 to 33,93.0275,94.4985,101.5812
2017,C.19 and 31 to 33,96.2522,97.0084,100.7856
2018,C.19 and 31 to 33,100.5299,98.1198,97.6027
2019,C.19 and 31 to 33,100.0,100.0,100.0
2020,C.19 and 31 to 33,110.8471,95.9618,86.5714
2021,C.19 and 31 to 33,113.4173,108.6922,95.8339
1997,C.20 and 21,37.6801,62.1728,165.0019
1998,C.20 and 21,39.0174,65.094,166.8332
1999,C.20 and 21,44.3712,71.7037,161.5998
2000,C.20 and 21,49.2879,74.7123,151.5833
2001,C.20 and 21,51.1725,75.5935,147.7231
2002,C.20 and 21,55.3153,80.6686,145.834
2003,C.20 and 21,58.682,82.4349,140.4774
2004,C.20 and 21,58.3284,78.925,135.3115
2005,C.20 and 21,68.2206,87.1605,127.7628
2006,C.20 and 21,76.2996,94.3438,123.6491
2007,C.20 and 21,77.8709,91.0085,116.8711
2008,C.20 and 21,88.7414,95.9658,108.141
2009,C.20 and 21,83.4873,85.9145,102.9073
2010,C.20 and 21,87.5318,85.9525,98.1958
2011,C.20 and 21,79.2393,77.9867,98.4192
2012,C.20 and 21,79.981,84.2469,105.3337
2013,C.20 and 21,84.6227,84.2811,99.5963
2014,C.20 and 21,95.5905,89.2688,93.3866
2015,C.20 and 21,114.0904,103.5252,90.7396
2016,C.20 and 21,101.2512,89.2802,88.1769
2017,C.20 and 21,90.3947,86.2488,95.4136
2018,C.20 and 21,94.5278,90.2906,95.5176
2019,C.20 and 21,100.0,100.0,100.0
2020,C.20 and 21,125.7716,112.2583,89.2557
2021,C.20 and 21,124.1034,116.4672,93.8469
1997,C.22 and 23,50.4172,85.0155,168.624
1998,C.22 and 23,52.2837,85.5943,163.7111
1999,C.22 and 23,57.1532,91.5232,160.1364
2000,C.22 and 23,63.4459,97.0356,152.9422
2001,C.22 and 23,69.1966,102.6609,148.3613
2002,C.22 and 23,67.5113,95.878,142.0178
2003,C.22 and 23,72.9809,99.6824,136.587
2004,C.22 and 23,77.6558,101.9057,131.2274
2005,C.22 and 23,82.5371,102.8303,124.5867
2006,C.22 and 23,81.6977,100.0565,122.4716
2007,C.22 and 23,80.8015,95.4122,118.0823
2008,C.22 and 23,73.8598,83.7309,113.3646
2009,C.22 and 23,77.8026,76.8916,98.8291
2010,C.22 and 23,80.4464,80.9853,100.6699
2011,C.22 and 23,81.792,81.1618,99.2295
2012,C.22 and 23,95.137,90.3021,94.918
2013,C.22 and 23,104.1141,101.0093,97.0179
2014,C.22 and 23,96.8183,99.2448,102.5062
2015,C.22 and 23,96.4559,100.3811,104.0695
2016,C.22 and 23,96.5433,93.2383,96.5766
2017,C.22 and 23,88.1345,93.083,105.6147
2018,C.22 and 23,95.2445,97.5226,102.3919
2019,C.22 and 23,100.0,100.0,100.0
2020,C.22 and 23,111.2395,97.0991,87.2883
2021,C.22 and 23,121.3224,111.7095,92.0765
1997,C.24 and 25,63.9533,99.8647,156.1526
1998,C.24 and 25,65.8832,102.3278,155.3169
1999,C.24 and 25,72.9281,107.2089,147.0064
2000,C.24 and 25,77.6235,110.254,142.0369
2001,C.24 and 25,79.5698,108.1021,135.8583
2002,C.24 and 25,83.0546,106.848,128.648
2003,C.24 and 25,88.5129,107.5653,121.525
2004,C.24 and 25,85.158,99.0887,116.3587
2005,C.24 and 25,91.3534,101.6285,111.2476
2006,C.24 and 25,90.5595,100.6631,111.1569
2007,C.24 and 25,89.4826,97.8617,109.364
2008,C.24 and 25,87.3803,97.6948,111.8041
2009,C.24 and 25,74.2806,76.4831,102.965
2010,C.24 and 25,81.2916,81.3552,100.0782
2011,C.24 and 25,86.5218,84.5491,97.72
2012,C.24 and 25,95.3947,92.4798,96.9443
2013,C.24 and 25,88.9133,91.1445,102.5094
2014,C.24 and 25,97.0085,98.8316,101.8794
2015,C.24 and 25,99.7747,103.6947,103.9289
2016,C.24 and 25,106.8216,104.9939,98.289
2017,C.24 and 25,103.0388,101.624,98.627
2018,C.24 and 25,96.8966,102.7744,106.066
2019,C.24 and 25,100.0,100.0,100.0
2020,C.24 and 25,125.7622,107.4706,85.4554
2021,C.24 and 25,128.8532,117.8373,91.4508
1997,C.26 and 27,20.163,43.7594,217.0282
1998,C.26 and 27,22.4203,48.3319,215.5716
1999,C.26 and 27,24.03,49.8326,207.377
2000,C.26 and 27,24.4866,50.7342,207.1914
2001,C.26 and 27,28.6376,55.8735,195.105
2002,C.26 and 27,39.4133,67.9389,172.3754
2003,C.26 and 27,41.5414,64.0466,154.1753
2004,C.26 and 27,47.5327,67.6312,142.2835
2005,C.26 and 27,51.0563,69.2021,135.5408
2006,C.26 and 27,59.6044,78.0555,130.9559
2007,C.26 and 27,64.3241,81.7318,127.0624
2008,C.26 and 27,78.5245,92.8903,118.2947
2009,C.26 and 27,85.9527,91.0494,105.9297
2010,C.26 and 27,81.0053,87.8914,108.5007
2011,C.26 and 27,81.9366,93.0199,113.5267
2012,C.26 and 27,88.2952,96.68,109.4962
2013,C.26 and 27,90.8145,100.0,110.1146
2014,C.26 and 27,92.2147,98.8879,107.2366
2015,C.26 and 27,82.7464,86.8225,104.926
2016,C.26 and 27,93.2936,93.5813,100.3083
2017,C.26 and 27,94.871,96.8419,102.0775
2018,C.26 and 27,96.9615,98.51,101.5971
2019,C.26 and 27,100.0,100.0,100.0
2020,C.26 and 27,113.3277,104.8586,92.5268
2021,C.26 and 27,122.159,112.0978,91.7638
1997,C.29 and 30,50.67,63.9964,126.3003
1998,C.29 and 30,49.4877,63.6791,128.6767
1999,C.29 and 30,52.7555,65.7903,124.708
2000,C.29 and 30,63.754,75.1504,117.8755
2001,C.29 and 30,70.9331,81.5934,115.0287
2002,C.29 and 30,70.123,76.2407,108.7241
2003,C.29 and 30,78.3812,81.1194,103.4934
2004,C.29 and 30,86.0744,87.1103,101.2035
2005,C.29 and 30,92.3225,90.6582,98.1973
2006,C.29 and 30,106.1361,99.9125,94.1362
2007,C.29 and 30,105.8458,98.9754,93.509
2008,C.29 and 30,119.5518,111.6791,93.4148
2009,C.29 and 30,97.9874,86.5232,88.3004
2010,C.29 and 30,101.6009,89.2179,87.8121
2011,C.29 and 30,123.8632,104.8387,84.6406
2012,C.29 and 30,100.802,88.0802,87.3794
2013,C.29 and 30,103.4617,91.2233,88.1711
2014,C.29 and 30,107.5625,98.6582,91.7217
2015,C.29 and 30,102.3508,98.9973,96.7235
2016,C.29 and 30,96.3694,97.2397,100.9031
2017,C.29 and 30,109.3233,105.8523,96.825
2018,C.29 and 30,107.2273,103.6171,96.6332
2019,C.29 and 30,100.0,100.0,100.0
2020,C.29 and 30,101.3048,91.8614,90.6782
